IngresoMensual,HorasSemanales,NumTrabajadores,AñosEstudio
1237,62,300,14
 , ,3,11
 , , ,6
1500,60,2000,14
120,7,2,16
 , , ,20
2000,35,1000,20
4500,21,1,23
1732,77,45,22
 , , ,11
2006,52,1,6
 , ,2,14
366,37,2,14
 , , ,16
 , , ,1
1418,22,1,11
 , , ,16
3633,48, ,16
50,2,1,19
 , , ,14
4868,40, ,16
 , , ,14
 , , ,16
3656,48, ,16
 , , ,16
1900,44,500,13
1800,55,1000,16
 , , ,13
 , , ,13
 , , ,11
3400,54,300,18
1550,77,1,16
 , , ,13
3296,91,2,17
 ,91,2,11
 , , ,18
1170,48,1000,16
3158,98,2,13
 ,98,2,18
 , , ,13
 , , ,17
 , , ,20
800,44,1,16
260,2,6,16
 , , ,20
 , , ,14
 , , ,13
3500,40,1200,16
1200,48,2000,16
1000,40,1,13
834,52,1,14
1600,54,1,14
4600,48,1000,17
3350,24,1000,17
 , , ,8
 , , ,13
4000,66,1000,13
1600,65,1,18
1560,48,1,13
 , , ,14
 , , ,13
 , , ,16
 , , ,15
 , , ,16
800,34,1,16
1600,40,50,16
1025,24,100,13
 , , ,11
1600,45,9998,17
1000,26,1,21
 , , ,17
1025,47,9998,21
 , , ,13
3000,48,9998,24
6350,84,9998,24
 , , ,13
 , , ,8
 ,36,2,13
 , , ,9
 , , ,8
1025,66,10,20
1025,40,40,13
1300,40,4999,13
3656,66,400,16
1025,48,27,14
 , , ,10
 , , ,11
 , , ,23
2000,32,1,17
1200,20,2,14
 , , ,13
 , , ,16
 , , ,16
1400,48,1,14
 , , ,14
2240,84,1,11
 , , ,13
3600,30,9998,21
1900,72,100,23
2200,30,9998,27
 , , ,22
550,4,1,24
 , , ,13
1600,54,100,13
 , , ,22
1800,48,1000,20
1500,48,50,17
 , , ,8
 , , ,14
 , , ,20
851,19,1,13
1732,46,20,13
500,35,15,20
 , , ,14
3757,80, ,18
 , , ,14
2500,40,68,22
1279,56,1,14
210,15,1,17
499,20,1,18
 , , ,6
1500,56,2,5
1200,42,2,13
 ,28,2,10
 , ,2,13
1732,48,4,14
 , , ,16
1800,48,1000,13
 , , ,15
120,16,1,14
 , , ,13
3050,45, ,17
3050,54, ,17
 , , ,8
1025,48,500,16
1025,48,100,16
 , , ,11
 , , ,11
1273,48,1,8
2000,42,3,20
1200,36,3,16
2180,38,1,17
2060,60,3,24
3000,48,1000,17
 , , ,6
1732,45,6,11
3000,44,30,23
3000,40,1000,16
 , , ,15
1600,54,1,22
1075,46,1000,13
 , , ,17
1400,40,30,19
1100,30,30,22
1200,40,1000,13
 , , ,23
2000,40,100,16
 , ,3,17
909,34,3,16
 , ,3,21
3000,56,50,22
2600,48,27,16
 , , ,9
4000,45,16,26
 , , ,17
 , , ,17
 , , ,10
2800,45,1200,22
 , , ,17
 , , ,14
300,56,1,14
 , , ,21
 , , ,16
1025,48,10,15
1100,48,30,14
 , , ,10
1025,48,9,14
 , , ,11
1762,55,2000,17
990,22,100,15
 , , ,16
540,6,1,16
 , , ,16
4000,40,600,23
1955,48,20,22
730,26,3,6
 , , ,5
1500,39,2,11
2000,40,60,21
 , , ,11
3300,50,100,13
500,5,2,21
1100,3,1,19
1704,48,6,20
 ,54,3,13
2470,81,3,6
 , ,3,11
 , , ,5
 , , ,13
3000,48,250,23
1800,30,3,16
3820,56,9998,21
 , , ,17
 , , ,14
1039,40,5,13
 , , ,18
 , , ,15
2800,40,9998,22
 ,48,9998,20
 , , ,16
 , , ,21
3000,48,35,16
 , , ,16
 , , ,13
1600,48,500,17
1700,48,1,16
 , , ,16
1000,63,1,17
970,44,1,16
3000,48,500,22
 , , ,16
 , , ,18
1700,35,50,17
 , , ,21
 , , ,10
1100,48,50,13
1890,48,300,13
 , , ,11
 , , ,15
2718,40,1,11
 , , ,13
1299,48,4,10
1205,46,1000,13
1590,60,2,11
2030,54,1000,17
1871,46,10,11
 , , ,5
 , , ,9
1960,54,150,11
232,30,1,8
1025,43,2000,16
1338,48,1,10
1299,66,1,11
 , , ,14
900,36,1,13
 , , ,10
 , , ,8
 , , ,10
1700,59,1000,16
900,50,2,13
1500,48,700,17
 , , ,13
 , , ,11
 , , ,17
2840,48,40,21
 , , ,9
2000,70,2,14
200,60,1,16
600,49,2,10
 , , ,14
1700,48,50,14
1180,4,1,18
1200,40,8,21
850,42,1,15
 , , ,14
 , , ,13
280,20,1,14
1800,45,60,23
2500,40,9998,13
1400,48,5000,14
 , , ,10
1500,35,9998,17
3900,55,9998,24
2399,60,8,10
1659,60,8,14
1150,76,1,9
 , , ,14
 , , ,6
 , , ,17
2100,42,9998,23
1500,30,2,17
200,60,3,13
923,39,2,13
850,39,1,21
2000,40,20,24
 , , ,14
 , , ,14
1500,21,1,10
1200,66,1,10
 , , ,14
 , , ,10
 , , ,13
 , , ,10
 , , ,14
 , , ,11
 , , ,6
3000,55,200,13
1083,48,2,13
 , , ,14
 , ,2,11
2360,66,500,16
198,12,1,11
 , , ,8
3900,60,120,20
1800,51,120,14
 , , ,13
1325,49,4000,20
1400,55,1000,14
1300,48,2000,13
 , , ,13
685,12,4,14
 , , ,8
 , , ,11
 , , ,13
1500,48,1000,13
 , , ,14
 , , ,13
 , , ,14
1312,48,25,14
212,5,2,10
 , , ,14
 , , ,13
 , , ,14
 , , ,13
 , , ,13
1650,48,180,14
 , , ,14
500,16,1,6
1025,25,20,14
 , , ,14
1213,32,2,11
 , , ,11
 , , ,6
1800,66,2,13
250,9,1,16
1200,40,500,18
8000,50,1,24
2850,30,1500,27
 , , ,17
1200,35,20,14
250,24,2,20
 , , ,14
 , , ,13
2500,70,20,22
 ,17,2,11
 ,27,2,14
350,36,2,14
1200,55,1000,18
1300,48,1000,13
1200,48,1,6
650,43,5,11
1300,40,2,10
1000,84,5,20
1025,20,8,13
2000,40,6,23
15000,54,1800,24
600,25,2,13
 , , ,13
 , , ,8
950,29,1,10
60,10,15,11
1800,48,9998,14
 , , ,14
 , , ,11
40,2,1,10
1000,40,16,24
2500,25,18,13
1700,48,3,16
 , , ,17
 , , ,21
2000,53,1000,17
1000,44,12,20
3000,40,18,21
 , , ,16
2500,40,1000,16
 , , ,11
 , , ,8
 , , ,15
1000,48,2,17
 , , ,15
1500,48,200,16
2000,36,1000,16
1000,48,50,13
600,40,6,16
 , , ,10
 , , ,14
 , , ,16
 , , ,11
 , , ,8
1000,49,30,13
3500,72, ,21
 , , ,17
433,4,20,14
4500,40,10,22
3000,40,998,17
2500,48, ,13
 , , ,13
 , , ,8
 , , ,13
 , , ,14
 , , ,10
 , , ,13
926,23,3,14
1200,17,2,15
1850,45,1,15
 , , ,10
1295,35,1,10
 , , ,11
 , , ,14
1959,67,2,11
 , , ,14
1140,45,1,8
1200,48,6,14
1050,66,1,14
 , , ,14
 , , ,17
 , , ,8
 , , ,9
690,21,3,13
3298,66,3,14
1575,82,1,8
 , , ,15
 , , ,15
 , ,2,16
541,52,1,17
2598,40,1,16
 , , ,20
3927,63,6,16
 , , ,11
 , , ,11
 , , ,14
2000,60,4,14
2000,48,600,20
693,28,5,23
5000,36,9000,23
5000,36,9000,24
1925,60,1,15
2500,30,9000,21
4000,36,9000,24
 , , ,6
1300,51,1,16
650,36,10,16
878,74,10,13
 , , ,10
1600,40,20,17
2500,40,9000,16
2500,58,20,17
 , , ,15
 , , ,19
3298,36,2,20
 , , ,10
600,48,1,10
1732,48,15,16
1025,64,7,16
380,19,1,9
1025,60,9998,16
 , , ,11
1299,60,20,5
 , , ,10
1500,54,25,13
1312,48,15,15
700,30,8,16
 , , ,13
 , , ,14
2252,45,3,14
170,7,1,14
913,60,2,13
 ,36,2,14
1872,63,3,5
 ,18,3,14
2078,60,5,10
 , ,3,11
953,45,5,13
 , , ,9
1212,60,4,16
 , , ,13
2072,87,2,10
1599,84,2,11
 , , ,11
1816,63,3,10
1732,45,150,14
 , , ,11
1507,48,200,14
1516,66,150,18
 , , ,13
 ,21,2,8
1800,76,2,10
1025,40,40,23
2500,84,1,22
1025,46,15,21
 , , ,9
 , , ,0
2400,45,1,16
 , , ,15
1417,55,12,10
 , , ,1
150,3,1,20
130,10,1,11
 , , ,21
413,50,1,20
 , , ,13
 , , ,22
 , , ,16
 , , ,19
1800,40,9000,17
 , , ,14
4500,25,9000,20
 , , ,21
1083,44,10,17
 , , ,20
 , , ,15
 , , ,9
1800,49,1,14
 , , ,13
1590,48,1000,13
 , , ,13
 , , ,14
 , , ,0
1732,48,5,11
866,10,3,10
1000,50,1,14
400,25,1,10
 , , ,22
2400,48,5,13
2400,48,5,15
100,10,1,15
755,84,1,22
 , , ,2
5500,48,400,27
 , , ,14
4000,40,25,21
1025,42,30,21
 , , ,20
1140,83,1,14
2000,9,1,13
1100,72,2,16
4312,60, ,13
1400,36,4,20
2500,60,2,13
 , , ,13
1299,48,2,14
 ,30,6,15
 , , ,11
100,7,1,14
2200,77,1,14
 , , ,19
 , , ,14
909,44,2,14
1136,69,1,14
 , , ,19
 , , ,15
4700,92, ,14
 , , ,10
2098,72,1,14
1039,66,8,9
 , , ,15
 , , ,14
 , , ,10
1023,15,1,13
750,10,20,18
 , , ,15
1025,48,200,14
90,10,2,15
240,7,1,16
 , ,2,18
1200,48,1000,13
130,5,3,14
 , , ,17
2500,46,200,20
 , , ,9
 , , ,16
3095,39, ,16
1500,36,500,16
1200,48,6,15
60,4,1,9
4800,52,1000,22
2520,32,2000,19
3300,45,500,23
 , , ,18
 , , ,14
1700,48,150,16
 , , ,14
1500,48,9998,15
 , , ,16
1700,46,18,18
155,36,1,17
 , , ,22
 , , ,10
208,30,1,21
2000,66,4,24
 , , ,13
1039,66,4,10
 , , ,8
 , , ,13
1475,48,30,13
1900,42,300,17
260,9,2,15
 , , ,9
 , , ,8
1190,51,130,17
2100,48,600,16
800,35,50,21
 , , ,13
2000,60,50,14
1200,48,1500,20
2000,48,20,16
1000,40,20,14
2500,46,1000,16
 , , ,17
1045,52,7,11
2200,30,25,24
 , , ,13
2400,41, ,17
575,10,2,17
 , , ,13
600,14,1,17
 , , ,8
3500,40,60,20
 , , ,13
 , , ,22
 , , ,11
1992,56,3,16
2103,80,500,17
 , , ,10
980,53,1,17
1850,46,30,17
2165,48,4,14
1435,72,3,13
40,9,1,14
1516,45,6,13
1650,63,3,13
1300,45,6,19
 , , ,18
 , , ,10
 , , ,19
2165,46,3,14
217,15,1,16
 , , ,10
520,30,4,5
1100,75,1,16
 , , ,9
 , , ,14
1776,52,3,13
850,60,1,11
 , , ,11
 , , ,13
4407,112, ,14
 , , ,17
 , , ,10
1730,79,1,14
1025,48,20,22
 , , ,19
2500,48,10,14
 , , ,8
1020,51,2,16
 ,23,2,17
779,36,3,14
 , , ,0
2455,38,1,21
1732,34,8,15
1379,20,3,9
 , , ,14
 , , ,5
1300,80,2,24
1025,36,3,14
182,30,1,11
 , , ,14
39,6,1,5
130,16,2,9
 , , ,13
1025,48,20,13
650,24,3,14
 , , ,13
 , , ,11
2000,30,9998,23
2800,30,9998,27
1846,75,3,9
74,3,2,16
1375,36,1,13
1600,70,1,8
880,42,1,8
1375,56,1,13
1400,48,120,10
 , , ,14
 , , ,10
1400,40,120,17
 , , ,17
 , , ,16
1300,43,51,23
500,24,2,13
 , ,2,10
 , , ,15
1200,64,1,13
1000,18,1,17
1025,48,600,20
1025,48,5,14
 , , ,10
3500,40,3000,27
6000,90,10,21
13000,50,3000,21
9360,66, ,20
2350,75,1,14
 , , ,13
1200,48,4,22
2498,50,2,24
 , , ,9
3020,93,2,14
3920,48,11,22
 ,30,2,6
3013,72,2,13
700,18,1,17
5000,48,35,28
3298,36,3,17
 , , ,11
503,4,1,14
1025,48,9998,14
2300,36,2,13
 , , ,13
 , , ,14
 , , ,6
730,36,1,14
1025,48,20,16
 , , ,11
300,20,1,21
2000,47,8,20
 , , ,16
2500,45,10,20
3075,15,10,22
1450,42,1,23
1067,40,1,11
 , , ,13
1083,56,5,13
1200,45,200,16
 , , ,8
999,46,1,9
 ,60,2,13
 , , ,10
 ,18,4,13
1460,77,5,13
800,57,1,15
 , , ,14
 , , ,10
820,69,1,22
800,12,1,6
 , , ,14
10335,63,1,14
4060,36,10,22
500,21,1,20
 , , ,19
 , , ,19
 , , ,13
4000,45,80,18
3500,40,200,24
 , , ,14
 , , ,8
2100,44,3,14
 , , ,14
950,48,2,13
1809,54,4,14
60,4,1,18
108,4,1,18
617,28,1,6
 , , ,13
 , , ,13
 , , ,13
944,40,120,14
 , , ,13
 , , ,14
345,21,1,13
900,60,1,17
 , , ,20
1900,48,500,13
4850,50,1,21
370,7,1,16
 , , ,10
500,11,9998,19
 , , ,24
800,30,1,14
1500,30,9998,16
2500,35,9998,22
 , , ,11
1025,48,9998,13
 , , ,9
 , , ,10
 , , ,11
 , , ,15
 ,35,2,5
4500,42,600,26
3350,49,120,23
2160,51,6,10
170,11,1,10
4004,50,9998,23
800,28,3,17
1255,40,100,18
476,40,2,5
312,42,1,13
1732,51,3,11
411,10,5,13
 , , ,14
1400,53,3,20
1440,48,2,15
3981,50,3,11
866,30,6,11
 , , ,8
520,12,1,20
1980,58,1,13
4500,54,3000,14
2200,45,3500,16
1261,20,1,20
1990,60,1,11
1330,22,9998,20
 , , ,8
 , , ,13
1754,50,1,13
130,6,3,11
 , , ,21
 , , ,8
1800,48,600,13
 , , ,18
 , , ,10
1500,51,1,13
 , , ,23
 , , ,11
1500,27,10,16
 , , ,18
 , , ,10
3300,72,2,13
 , , ,16
1025,40,55,16
 , , ,5
2500,48,1,22
 , , ,16
 , , ,14
1900,30,9998,19
 , , ,14
1510,66,2,6
1303,50,4,16
801,26,1,21
2300,72,9998,16
1350,54,1,13
1200,48,100,13
 , , ,16
1100,56,1,13
3000,60,500,20
 , , ,11
 , , ,17
 , , ,21
 , , ,13
1198,45,18,22
 , , ,10
5000,60,2,14
6312,48,1000,17
 , , ,13
3000,50,600,26
1400,60,150,20
 , , ,11
1025,48,150,22
 , , ,14
 , , ,11
1025,23,1,13
1260,48,1,17
48,7,1,16
2260,62,200,14
 , , ,13
 , , ,10
300,12,1,16
 , , ,17
3408,48,1000,14
1259,48,5000,13
1762,48,1000,14
 , , ,11
 , , ,3
1600,77,100,13
1207,45,1000,14
 , , ,9
 , , ,13
1500,49,1,14
10000,60,9998,20
 , , ,22
 , , ,19
 , , ,13
 , , ,19
1045,49,520,21
 , , ,10
1561,55,11,16
 , , ,20
 , , ,8
 , , ,15
2500,40,1,16
 , , ,13
2000,40,1,17
920,40,6,17
1500,30,9998,23
 , , ,11
500,63,1,14
1147,16,3,16
1812,72,30,14
1287,52,10,15
 , , ,15
 , , ,16
866,28,4,14
1949,45,2,9
 , , ,1
1396,60,1,16
 , , ,13
 , , ,16
 , , ,13
1648,40,1,10
1700,60,2,16
 , , ,19
8150,67,100,24
7000,15,9998,19
400,56,1,13
1112,66,1200,15
3400,48,9998,20
390,15,1,14
 , , ,10
 , , ,11
1500,60,5,13
 , , ,23
3014,72,3,14
671,19,2,15
1516,70,2,11
2165,60,2,6
 , , ,15
 , , ,10
 , , ,21
 , , ,5
1025,40,9998,13
460,30,2,5
 ,36,2,14
 , ,3,21
2900,90,1000,14
1800,51,1500,20
1700,56,1,5
1800,40,1000,22
1800,46,30,14
 , , ,18
 , , ,16
 , , ,9
12712,70, ,26
 , , ,15
3700,45,6,23
7000,55,8000,25
3800,40,200,14
2100,37,5,22
1200,72,90,16
600,24,40,17
 , , ,8
3000,40,9998,20
3500,74,2,14
 , , ,10
540,40,2,11
300,28,2,5
1250,48,900,16
2480,25,4,19
6495,68,2,13
 , , ,11
2000,40,150,20
 , , ,13
 , , ,10
1500,66,500,13
1400,60,2,14
1500,72,1,14
370,19,1,14
 , , ,0
1700,66,1000,16
 , , ,13
 , , ,0
1700,66,6,13
408,14,1,13
969,50,1,11
 , , ,11
320,7,2,16
 , , ,16
 , ,2,14
 , , ,5
 , , ,5
 , , ,14
1200,48,8,13
433,24,3,15
1500,74,1,14
400,17,1,15
880,31,3,15
1100,20,30,13
2302,48,9998,15
 , , ,16
2100,70,8,16
1025,43,20,20
2460,48,500,16
 , , ,16
 , , ,14
650,59,4,10
3500,60,5,16
1400,66,998,13
1260,54,25,21
1600,51,1000,17
1700,40,1000,14
142,6,1,17
700,12,1,19
 , , ,20
 , , ,14
 , , ,5
6500,40,40,22
250,36,1,14
3500,42, ,20
3500,36, ,20
 , , ,18
1400,45,10,20
 , , ,16
2600,25,9998,17
 , , ,21
 , , ,14
 , , ,14
 , , ,20
 , , ,14
1560,20,1,20
 , , ,23
6526,25,3,14
500,20,15,14
 , , ,14
2165,36,1,17
1935,40,30,21
 , , ,6
 , , ,0
1250,84,1,13
1439,48,1,13
 , , ,11
1106,24,100,13
693,24,100,16
 , , ,13
2800,36,9998,16
 , , ,11
 , , ,14
1500,33,32,22
 , , ,13
 , , ,8
320,28,2,13
 , , ,11
1025,60,50,14
1400,40,400,22
1850,70,7,10
1749,48,10,10
433,15,1,10
 , , ,8
 , , ,8
98,9,1,11
 , , ,14
 , , ,14
2239,54,12,14
 , , ,11
1545,47,15,14
 , , ,16
2598,48,8,10
1160,63,1,13
1740,45,10,17
 , , ,10
234,62,2,5
1450,66,50,14
1550,54,9998,16
1040,80,3,14
 , , ,11
870,49,1,1
 , ,2,13
 , , ,17
 ,24,2,8
1319,72,2,6
1350,84,1,13
1319,54,2,16
 ,66,2,13
433,20,3,13
1100,36,3,13
 , ,3,18
700,35,6,17
1535,65,1,13
1025,48,9998,16
1135,52,1,14
1025,48,71,13
 , , ,13
 , , ,10
900,39,1,11
1100,40,16,22
1212,54,12,16
 , , ,13
2300,45,9998,16
1575,87,2,17
 , , ,11
2000,56,2,14
1732,24,150,15
1700,30,80,21
1720,32,25,23
 , , ,16
200,9,1,21
766,65,1,13
 , , ,16
 ,15,2,11
910,42,1,10
303,8,4,13
 , , ,14
2000,48,30,17
 , , ,9
 , , ,20
6000,42,9000,19
4350,45,9000,25
2200,40,9000,24
 , , ,21
 , , ,10
 , , ,10
2000,48,500,19
2930,33,9998,25
125,10,2,20
 , , ,10
3950,46,800,22
2840,78,1,16
240,22,1,19
 , , ,13
1950,42,1,5
2250,87,1,6
 , , ,13
1250,66,6,22
195,25,1,11
801,57,1,18
2252,45,6,8
 , , ,1
750,47,2,6
 ,38,2,10
485,28,1,14
 , , ,15
1732,36,10,16
1600,44,35,15
 , , ,13
1800,51,4,13
 , , ,13
1810,20,1,16
2339,48,9998,20
 , , ,11
 , , ,10
1949,45,15,16
340,18,1,16
2600,48,30,22
 , , ,10
 , , ,13
 , , ,16
7000,60,6000,20
 , , ,14
431,18,1,10
1210,77,1,13
1299,66,3,14
178,2,1,8
1530,70,1,8
 , , ,8
700,42,2,14
1505,54,1,11
1505,84,1,8
 , , ,13
3265,51,18,14
 , , ,10
779,48,3,10
3500,50,1,13
 , , ,10
2000,65,165,14
 , , ,13
1568,51,16,14
1351,58,16,16
1568,51,16,14
1135,55,16,13
1212,61,16,14
 , , ,11
563,24,1,6
1025,48,150,13
1250,48,1500,16
 ,56,4,11
3185,70,4,14
1663,56,1,13
1025,48,500,14
 , , ,13
1299,63,8,14
 , , ,13
1234,112,2,13
636,36,1,10
1025,40,50,21
2850,45,200,21
 ,30,2,16
3248,45,150,16
 , , ,0
1732,30,3,8
260,15,5,5
 , , ,9
 , , ,10
1776,40,5,10
1298,40,1,10
1500,66,600,15
1601,49,1,15
 , , ,11
 , , ,14
1000,25,1500,19
 , , ,17
 , , ,14
4000,72,15,14
1188,60,2,17
 , ,2,11
1428,98,2,15
2000,52,25,17
1732,60,15,8
428,20,300,21
1800,48,15,13
996,23,1,14
 , , ,13
 , , ,10
 , , ,14
1730,42,60,15
797,32,8,14
1100,33,3,16
 , , ,13
1300,78,2,17
3000,48,9998,23
 ,24,2,14
700,77,3,20
2246,84,2,23
 , , ,10
1377,30,3,16
 , , ,16
1100,38,2,13
700,30,1,14
 , , ,11
 , , ,14
 , , ,11
2500,18,1,13
 , , ,13
500,13,1,14
1712,54,2,19
 ,18,2,20
2300,72,1,23
1200,48,8,16
 , , ,20
 , , ,11
 , , ,9
2000,50,25,18
 , , ,14
 , , ,24
720,58,1,14
 , , ,9
 , , ,13
1516,50,4,14
2500,56,100,20
 , , ,22
2500,30,30,19
1025,40,10,23
 , , ,10
2400,42,100,13
 , , ,14
1400,44,200,14
 , , ,13
 , , ,20
1385,48,100,13
 , , ,13
 , , ,14
 , , ,13
1905,50,2,9
658,42,1,11
1390,31,2000,16
 , , ,10
 , , ,18
173,5,1,13
1275,72,1,10
373,25,1,10
3676,48, ,17
105,8,1,17
 , , ,11
 , , ,14
2500,48,60,27
 , , ,17
 , , ,5
779,32,8,14
 , , ,16
1475,48,3,15
 , , ,10
60,5,1,11
 , , ,14
1750,45,21,19
 , , ,1
1299,53,3,10
600,46,1,13
 , , ,13
1800,48,8,16
1399,29,1,14
1300,77,1,16
 , , ,13
2087,60,1,16
1300,40,100,17
1300,56,1,24
1300,48,1,20
200,5,1,15
2460,58,60,14
1300,40,35,14
1126,24,1,17
 , , ,10
 , , ,14
1403,48,3000,14
2340,54,8,15
1600,24,300,19
1299,24,3,23
1026,15,5,10
 , , ,13
 , , ,9
 , , ,17
 , , ,13
 , , ,11
2500,30,9998,25
 , , ,13
1800,41,15,20
1125,77,1,13
 , , ,10
1800,43,2,13
 , , ,14
3018,27,3,18
1325,48,100,14
254,2,1,14
100,3,1,14
 , , ,9
1025,48,9,14
1025,30,100,15
 , , ,13
650,36,1,13
866,60,5,15
 , , ,13
 , , ,10
 , , ,9
1024,54,11,16
 , , ,16
 ,77,2,13
940,84,2,13
 , , ,14
1083,60,11,17
 , , ,0
1546,72,1,13
1400,60,2,17
 , ,2,10
 , , ,9
1471,78,2,20
2500,30,1000,23
 , , ,9
 , , ,17
2500,30,1000,23
 , , ,17
2500,30,1000,21
 ,70,5,11
 ,84,5,25
4427,54,5,24
1125,52,12,9
 , , ,10
1000,44,8,16
1966,49,5,14
 , , ,21
1538,63,1,16
 , , ,17
1510,37,2,14
1200,45,80,13
2079,48,5,13
 , , ,13
750,40,1,21
1405,70,4,13
 ,30,4,13
2500,30,1000,19
 , , ,23
 , , ,19
2500,30,5000,20
 , , ,11
1000,3,2,13
1690,50,15,17
1025,48,15,21
1200,45,15,13
 , , ,17
 , , ,9
 , , ,13
2500,30,1000,21
6642,84,1500,16
1000,18,1,16
1299,46,6,5
 , , ,6
1500,45,12,13
2000,48,1,14
 , , ,6
2200,80,2,14
 , , ,11
1549,65,5,14
 , , ,10
900,24,1,14
4000,40,550,16
 , , ,11
1330,70,2,10
 , , ,6
650,24,3,10
 , , ,11
1220,56,2,14
1083,32,3,18
 ,18,2,15
1299,55,4,13
990,21,2,9
 ,21,2,11
5000,68,3,14
 , , ,5
 , , ,11
 , , ,13
1800,40,14,17
1000,40,700,15
4180,60,3,21
1299,61,2,5
 , , ,14
1688,66,3,14
 , , ,14
2800,56,1,10
 , , ,11
1025,53,70,13
 , , ,14
 , , ,14
1664,84,1,14
1383,69,1,13
 , , ,14
1350,60,1,13
 , , ,16
1200,48,1,21
 , , ,11
866,48,2,13
1200,46,40,15
 , , ,14
4000,48, ,13
 , , ,13
 , , ,14
 , , ,1
 , , ,1
520,12,3,6
3000,40,9998,25
20000,40,8,19
 , , ,17
 , , ,21
1000,48,2,21
 ,42,2,21
1800,72,1000,19
 , , ,21
 , , ,9
 , , ,1
961,36,5,14
 , , ,10
2200,50,450,21
1299,66,6,21
780,18,1,18
1559,45,2,10
1050,25,1,13
 , , ,11
 , , ,11
2500,53,400,14
1559,60,8,14
 , , ,14
2098,75,1,11
 , , ,11
1650,78,1,13
1200,48,22,16
 , , ,6
649,67,1,11
 , , ,14
 , , ,14
276,6,1,11
866,56,2,20
2015,30,1,13
1246,45,1,13
467,15,1,14
1732,65,100,14
 , , ,13
1236,24,1,15
 , , ,13
1804,60,1,17
1520,56,1,13
 , , ,13
1200,54,550,16
693,20,10,14
5000,40,9998,22
 , , ,17
5000,40,600,20
350,7,1,14
50,48,1,23
 , , ,23
 , , ,5
 , , ,10
 , , ,17
1700,50,50,16
2500,45,400,15
 , , ,19
 , , ,11
 , , ,16
 , , ,17
 , , ,10
1200,35,11,21
50,10,1,16
 , , ,13
 , , ,14
1200,46,5,15
2500,40,5,16
 , , ,16
1200,46,100,13
 , , ,8
800,18,1,10
 , , ,11
 , , ,9
2000,27,1,6
1320,44,1,10
1234,40,3,13
1025,48,200,9
 , , ,11
1400,65,30,13
1300,70,8,11
952,12,8,13
 , , ,10
 , , ,13
2332,84,10,13
 , , ,14
1700,60,10,13
1500,50,1,14
435,80,2,13
 ,56,2,8
1900,45,60,16
1327,24,1,10
1050,56,1,16
330,60,1,17
866,44,3,13
 , , ,5
 , , ,22
1025,40,30,13
520,20,2,13
 , , ,6
 , , ,1
1171,70,1,23
702,20,2000,15
2122,40,3,14
 , , ,14
996,48,3,13
1039,42,6,13
 , , ,10
240,60,7,19
 , , ,13
1025,36,25,14
1100,36,15,17
 , , ,24
1700,63,1,15
1200,45,200,22
1025,40,200,13
1386,48,5,13
1300,48,998,15
996,66,2,14
 , , ,14
1500,40,45,16
 , , ,14
540,60,1,14
550,59,1,15
 , , ,8
 , , ,8
1025,48,9998,9
 , , ,14
 , , ,8
1724,48,4,14
1366,48,4,14
1071,84,1,8
650,30,2,13
1025,48,100,14
 , , ,11
1600,48,50,23
1025,54,12,20
387,17,4,13
1300,48,100,16
 , , ,13
 , , ,10
 ,24,2,6
4379,67,1,10
1680,65,2,19
 , , ,11
1732,56,15,17
1500,48,700,14
 , , ,19
 , , ,5
1496,49,1,10
 , , ,5
2500,40,30,16
 , , ,21
813,32,2,13
541,20,2,16
 , , ,14
1400,72,28,14
1400,34,3,5
 , , ,8
485,36,2,14
715,12,1,16
 , , ,10
 , , ,16
1065,45,50,13
3000,72,30,18
1650,45,1,10
 , , ,13
 , , ,10
2405,84,2,14
 ,31,2,14
1300,68,5,23
 , , ,14
2629,79,3,10
 , , ,9
 , , ,14
 , , ,19
 ,84,2,26
1085,84,2,18
7800,52,1000,21
4000,40,1000,20
2600,30,600,19
 , , ,14
 , , ,11
785,100,1,14
1386,72,6,14
 , , ,22
 , , ,16
3000,42,70,27
2350,56,28,13
 , , ,11
 , , ,11
2100,60,15,13
50,54,1,14
1390,66,50,16
1460,64,15,13
240,3,1,1
1949,56,2,5
2598,56,3,15
2469,30,1,14
901,23,2,13
 ,21,2,10
1250,60,1,11
1025,32,9998,6
600,25,8,13
780,35,1,13
1300,48,9000,13
3031,53,2,8
1200,53,1,5
730,24,500,16
1250,8,4,13
700,30,9998,13
 ,39,2,8
779,50,2,5
1819,40,2,13
 , , ,18
 , , ,0
1206,82,1,9
1299,33,28,11
 , , ,1
 , , ,1
1916,60,1,5
 , , ,8
 , , ,9
1050,60,1,10
 , , ,16
1025,40,4,16
1025,48,30,16
 , , ,13
173,12,3,6
6000,44,5,19
 , , ,14
390,21,6,13
 , , ,6
 , , ,6
848,25,1,9
 , , ,10
 , , ,9
 , , ,8
 , , ,8
650,12,3,13
 , , ,5
2598,48,3,16
1516,60,3,14
2100,112,500,13
 , , ,11
1042,45,50,14
 , , ,14
1700,48,15,22
2000,48,1000,17
900,36,1,6
 , , ,0
 , , ,1
1748,60,1,13
600,36,20,20
767,20,22,14
1025,48,40,17
1500,48,30,16
 , , ,14
4600,50,9998,27
1300,70,1,8
 , , ,14
 , , ,14
 , , ,19
 , , ,14
3200,79,1,14
 , , ,17
5000,55,9998,22
 , , ,17
 , , ,21
2165,46,150,14
1434,72,8,16
1083,48,5,13
 , , ,11
1226,72,5,17
 , , ,11
477,42,1,11
1949,60,15,14
1600,57,400,13
2450,57,6,14
3500,42,3,16
